Wavelength,Reflectance
399.94182664339735, 0.23982683982683972
402.1233275159977, 0.2127705627705626
405.0319953461315, 0.1893217893217891
409.39499709133224, 0.162265512265512
415.93949970913326, 0.14062049062049042
423.9383362420012, 0.12979797979797958
431.2100058173357, 0.12979797979797958
438.4816753926702, 0.1334054834054833
447.2076788830716, 0.15144300144300127
453.75218150087267, 0.17489177489177476
458.84235020360677, 0.1893217893217891
466.8411867364748, 0.20555555555555527
476.2943571844096, 0.21818181818181803
486.4746945898779, 0.22900432900432888
495.9278650378128, 0.236219336219336
508.2897033158814, 0.23802308802308791
519.9243746364166, 0.22539682539682515
527.196044211751, 0.2073593073593072
535.9220477021524, 0.1857142857142856
543.1937172774869, 0.17669552669552657
549.738219895288, 0.17669552669552657
557.0098894706225, 0.18210678210678188
564.281559045957, 0.1839105339105337
572.2803955788249, 0.1803030303030302
576.6433973240256, 0.17849927849927827
581.7335660267598, 0.1875180375180373
586.8237347294939, 0.21457431457431442
591.1867364746946, 0.24523809523809503
594.822571262362, 0.2795093795093794
598.4584060500291, 0.3137806637806636
602.0942408376965, 0.34624819624819614
605.7300756253636, 0.37510822510822495
610.0930773705644, 0.40757575757575737
615.1832460732985, 0.4346320346320346
621.7277486910996, 0.45808080808080787
628.999418266434, 0.4779220779220778
638.4525887143689, 0.4959595959595959
648.6329261198372, 0.5103896103896102
660.2675974403724, 0.5230158730158729
670.4479348458408, 0.5374458874458873
679.9011052937755, 0.5518759018759017
690.8086096567772, 0.568109668109668
703.1704479348459, 0.5807359307359307
712.6236183827807, 0.5897546897546897
724.258289703316, 0.5933621933621933
734.4386271087843, 0.5915584415584414
744.6189645142525, 0.5843434343434342
754.0721349621874, 0.5753246753246752
760.6166375799885, 0.5735209235209233
764.9796393251892, 0.5771284271284269
768.6154741128564, 0.5753246753246752
774.432809773124, 0.5879509379509378
779.5229784758582, 0.5915584415584414
786.7946480511927, 0.5969696969696969
799.8836532867947, 0.6005772005772004
